,CategoryEmbeddingModel_1024_100_1024-512-512_LeakyReLU_0.01,CategoryEmbeddingModel_1024_100_1024-512-512_LeakyReLU_0.001,CategoryEmbeddingModel_1024_100_1024-512-512_LeakyReLU_0.0001,CategoryEmbeddingModel_1024_100_1024-512-512_ReLU_0.01,CategoryEmbeddingModel_1024_100_1024-512-512_ReLU_0.001,CategoryEmbeddingModel_1024_100_1024-512-512_ReLU_0.0001,CategoryEmbeddingModel_1024_200_1024-512-512_LeakyReLU_0.01,CategoryEmbeddingModel_1024_200_1024-512-512_LeakyReLU_0.001,CategoryEmbeddingModel_1024_200_1024-512-512_LeakyReLU_0.0001,CategoryEmbeddingModel_1024_200_1024-512-512_ReLU_0.01,CategoryEmbeddingModel_1024_200_1024-512-512_ReLU_0.001,CategoryEmbeddingModel_1024_200_1024-512-512_ReLU_0.0001
Val_acc,0.677734375,0.677734375,0.677734375,0.677734375,0.677734375,0.677734375,0.677734375,0.677734375,0.677734375,0.677734375,0.677734375,0.677734375
val_f1,0.7990255785627285,0.7990255785627285,0.7990255785627285,0.7990255785627285,0.7990255785627285,0.7990255785627285,0.7990255785627285,0.7990255785627285,0.7990255785627285,0.7990255785627285,0.7990255785627285,0.7990255785627285
